State,Avg Daily Distance (km),Brand,Model,Price (INR),Year of Manufacture,Engine Capacity (cc),Fuel Type,Mileage (km/l),Owner Type,Registration Year,Insurance Status,Seller Type,Resale Price (INR),City Tier
Rajasthan,46.53,KTM,Duke 200,"? 3,80,020.00",2017,506,Electric,61.78,Second,2023,Active,Dealer,"? 2,88,191.51",Metro
Tamil Nadu,12.50,KTM,Duke 200,"? 3,37,973.00",2016,196,Hybrid,97.57,Second,2019,Not Available,Dealer,"? 1,90,257.38",Tier 2
Delhi,13.94,Hero,HF Deluxe,"? 1,93,830.00",2024,637,Hybrid,79.08,First,2024,Active,Individual,"? 95,651.28",Tier 2
Gujarat,49.08,Bajaj,Dominar 400,"? 78,088.00",2018,405,Electric,63.64,Second,2018,Not Available,Individual,"? 49,594.82",Tier 2
Rajasthan,46.84,KTM,Duke 200,"? 3,90,661.00",2018,874,Hybrid,63.3,Third,2018,Active,Dealer,"? 2,89,124.96",Tier 1
West Bengal,28.47,Yamaha,Ray ZR,"? 3,72,816.00",2016,656,Electric,68.74,Third,2020,Not Available,Dealer,"? 2,06,300.70",Tier 2
Uttar Pradesh,50.42,TVS,Sport,"? 1,96,953.00",2023,785,Petrol,31.94,First,2023,Not Available,Dealer,"? 93,736.03",Tier 2
Tamil Nadu,73.74,Kawasaki,Versys 650,"? 71,712.00",2023,831,Electric,84.15,Third,2023,Active,Individual,"? 46,908.64",Tier 2
Tamil Nadu,45.76,TVS,NTorq 125,"? 2,89,899.00",2018,995,Petrol,50.42,Second,2024,Not Available,Individual,"? 1,41,323.82",Tier 2
Madhya Pradesh,73.33,Kawasaki,Vulcan S,"? 76,657.00",2020,486,Hybrid,85.85,Third,2022,Active,Dealer,"? 52,337.66",Tier 1
Delhi,68.93,Bajaj,CT 100,"? 1,11,305.00",2015,414,Petrol,38.45,Third,2019,Not Available,Individual,"? 78,426.71",Tier 1
Gujarat,8.03,Hero,Passion Pro,"? 1,29,535.00",2019,923,Electric,84.33,Third,2022,Active,Individual,"? 65,957.28",Tier 2
Maharashtra,75.61,KTM,250 Duke,"? 3,50,243.00",2019,134,Petrol,40.46,Second,2024,Not Available,Individual,"? 1,68,639.55",Tier 2
Tamil Nadu,71.26,KTM,RC 390,"? 2,52,645.00",2020,335,Petrol,49.15,Second,2020,Active,Dealer,"? 1,23,681.17",Tier 3
Karnataka,57.68,Yamaha,R15 V4,"? 62,764.00",2022,808,Petrol,35.46,First,2022,Expired,Dealer,"? 46,358.03",Tier 1
Tamil Nadu,30.94,KTM,125 Duke,"? 87,494.00",2024,357,Petrol,34.35,First,2024,Expired,Dealer,"? 60,309.36",Tier 2
Delhi,33.73,Bajaj,CT 100,"? 58,674.00",2019,430,Hybrid,66.16,Third,2021,Not Available,Dealer,"? 42,827.65",Tier 1
Uttar Pradesh,40.66,Kawasaki,Ninja 400,"? 2,91,308.00",2020,306,Petrol,51.24,First,2020,Expired,Dealer,"? 2,00,687.43",Tier 2
Gujarat,17.59,Kawasaki,Z650,"? 51,159.00",2017,684,Hybrid,78.07,Second,2022,Expired,Individual,"? 27,581.98",Tier 2
Rajasthan,39.40,TVS,NTorq 125,"? 3,80,792.00",2023,395,Electric,99,Second,2024,Expired,Individual,"? 2,81,522.45",Tier 1
West Bengal,65.20,Yamaha,MT-15,"? 1,89,864.00",2016,358,Electric,79.95,First,2016,Active,Individual,"? 1,35,641.55",Tier 2
Punjab,7.40,TVS,Ronin,"? 1,46,040.00",2019,841,Electric,89.18,Third,2021,Not Available,Individual,"? 1,01,068.80",Tier 2
Gujarat,30.99,TVS,Ronin,"? 2,00,339.00",2021,692,Hybrid,62.79,First,2021,Active,Individual,"? 1,43,911.05",Metro
Maharashtra,23.48,TVS,Ronin,"? 3,68,037.00",2017,343,Hybrid,72.75,Second,2018,Active,Individual,"? 2,82,077.36",Tier 3
Uttar Pradesh,54.64,Kawasaki,Ninja 400,"? 3,18,013.00",2021,991,Electric,64.19,Second,2022,Expired,Dealer,"? 1,48,193.47",Tier 3
Karnataka,58.09,KTM,390 Adventure,"? 3,78,485.00",2016,934,Hybrid,61.99,First,2016,Not Available,Dealer,"? 1,98,255.90",Tier 2
Tamil Nadu,78.58,Yamaha,MT-15,"? 3,25,048.00",2022,223,Electric,74.76,Second,2023,Not Available,Dealer,"? 1,51,142.51",Tier 1
Gujarat,27.01,Yamaha,Ray ZR,"? 1,84,033.00",2021,700,Petrol,26.55,Second,2023,Active,Individual,"? 79,818.94",Tier 3
Tamil Nadu,17.06,Honda,Shine,"? 60,418.00",2021,712,Hybrid,90.75,Second,2023,Not Available,Dealer,"? 24,190.33",Tier 3
Delhi,20.73,Royal Enfield,Classic 350,"? 3,86,215.00",2019,162,Electric,84.08,First,2019,Expired,Dealer,"? 2,52,452.44",Tier 2
Madhya Pradesh,79.02,Yamaha,MT-15,"? 2,47,439.00",2015,916,Hybrid,87.79,Third,2023,Not Available,Dealer,"? 1,13,409.06",Tier 3
Madhya Pradesh,41.57,Bajaj,Avenger 220,"? 3,89,905.00",2016,193,Electric,63.34,First,2016,Not Available,Dealer,"? 2,93,810.38",Tier 3
Uttar Pradesh,47.71,TVS,NTorq 125,"? 3,79,041.00",2022,183,Petrol,57.85,Second,2024,Expired,Dealer,"? 2,37,898.21",Tier 3
Punjab,71.92,Honda,CBR 650R,"? 2,64,035.00",2020,603,Electric,94.73,First,2020,Expired,Individual,"? 1,08,225.05",Tier 1
West Bengal,30.16,Yamaha,FZ V3,"? 2,34,545.00",2023,919,Petrol,44.05,First,2023,Active,Dealer,"? 1,29,215.29",Metro
Rajasthan,18.64,Honda,Activa,"? 3,17,445.00",2015,240,Petrol,26.5,Third,2019,Not Available,Individual,"? 1,93,046.54",Tier 1
Rajasthan,17.73,Royal Enfield,Classic 350,"? 2,43,231.00",2017,906,Electric,99.73,First,2017,Active,Individual,"? 1,24,346.50",Metro
Uttar Pradesh,47.18,Honda,Unicorn,"? 3,08,076.00",2020,695,Petrol,41.24,Second,2021,Not Available,Dealer,"? 1,99,056.94",Tier 1
Tamil Nadu,26.21,Yamaha,Fascino 125,"? 1,83,511.00",2024,927,Electric,95.67,First,2024,Expired,Dealer,"? 1,15,005.22",Tier 3
Gujarat,31.03,Hero,Passion Pro,"? 1,47,480.00",2016,886,Petrol,29.53,First,2016,Not Available,Dealer,"? 69,998.10",Tier 1
Uttar Pradesh,6.39,Honda,Activa,"? 2,01,758.00",2024,442,Electric,66.36,Third,2024,Expired,Dealer,"? 1,44,345.88",Tier 3
Delhi,40.86,Royal Enfield,Interceptor 650,"? 82,403.00",2016,648,Petrol,35.07,Third,2019,Expired,Individual,"? 45,220.81",Tier 1
Tamil Nadu,72.35,KTM,125 Duke,"? 1,60,497.00",2023,757,Electric,96.29,Second,2023,Expired,Dealer,"? 70,520.61",Tier 3
Gujarat,34.30,Hero,Glamour,"? 3,83,648.00",2019,417,Hybrid,70.55,Second,2019,Expired,Individual,"? 2,06,658.75",Tier 1
Tamil Nadu,16.20,Yamaha,Ray ZR,"? 59,240.00",2016,392,Electric,82.56,Second,2020,Expired,Dealer,"? 36,998.95",Tier 3
Tamil Nadu,74.14,TVS,Sport,"? 2,83,324.00",2016,615,Electric,80.55,Second,2016,Expired,Individual,"? 2,16,092.05",Tier 2
Delhi,13.76,Bajaj,Pulsar 150,"? 1,39,469.00",2020,560,Hybrid,96.59,First,2020,Active,Individual,"? 81,308.83",Tier 1
Punjab,71.53,Bajaj,CT 100,"? 3,74,139.00",2018,811,Hybrid,98.52,First,2018,Expired,Individual,"? 2,20,718.26",Metro
Uttar Pradesh,8.99,Bajaj,CT 100,"? 62,118.00",2020,612,Hybrid,83.37,First,2020,Active,Individual,"? 40,664.90",Tier 2
Karnataka,18.49,Honda,Shine,"? 1,01,437.00",2016,150,Electric,72.39,First,2016,Expired,Individual,"? 56,740.02",Metro
Gujarat,17.90,Honda,Unicorn,"? 3,17,000.00",2019,344,Petrol,36.96,First,2019,Active,Individual,"? 2,02,385.96",Tier 1
Delhi,58.26,Hero,Glamour,"? 2,68,616.00",2019,267,Petrol,55.23,Second,2024,Expired,Individual,"? 1,33,128.19",Tier 2
Tamil Nadu,46.20,Kawasaki,Vulcan S,"? 3,83,725.00",2024,929,Petrol,47.24,Third,2024,Active,Individual,"? 1,76,052.10",Tier 2
Punjab,51.76,Kawasaki,Ninja 400,"? 3,52,185.00",2023,458,Electric,60.38,Second,2024,Not Available,Dealer,"? 1,87,795.11",Tier 3
Punjab,63.22,Kawasaki,Versys 650,"? 2,83,306.00",2016,652,Hybrid,90.33,Third,2020,Expired,Dealer,"? 1,80,723.78",Tier 2
West Bengal,19.76,Bajaj,Platina 110,"? 2,18,023.00",2017,944,Electric,70,Second,2020,Expired,Individual,"? 1,44,379.38",Tier 3
Punjab,40.45,KTM,Duke 200,"? 3,26,331.00",2018,463,Petrol,47.83,Third,2020,Not Available,Individual,"? 1,98,791.45",Tier 2
Uttar Pradesh,43.30,KTM,390 Adventure,"? 1,03,902.00",2024,787,Hybrid,65.72,Third,2024,Not Available,Individual,"? 57,200.65",Metro
Maharashtra,62.83,Kawasaki,Z650,"? 1,66,759.00",2024,930,Electric,72.91,Third,2024,Active,Dealer,"? 1,04,003.53",Tier 1
Delhi,7.20,Bajaj,CT 100,"? 1,48,302.00",2017,544,Hybrid,82.52,Third,2017,Active,Dealer,"? 62,750.54",Tier 2
Karnataka,52.79,Honda,Activa,"? 1,78,772.00",2023,903,Hybrid,89.1,First,2023,Expired,Dealer,"? 87,840.42",Tier 2
Karnataka,50.38,Yamaha,R15 V4,"? 2,42,201.00",2023,126,Electric,73.31,Second,2024,Expired,Individual,"? 1,20,081.92",Tier 2
Maharashtra,35.27,Yamaha,Ray ZR,"? 1,55,509.00",2023,595,Petrol,37.69,Second,2023,Expired,Dealer,"? 89,780.56",Tier 3
Karnataka,27.75,KTM,390 Adventure,"? 2,51,707.00",2021,403,Electric,74.68,Third,2021,Active,Dealer,"? 1,41,137.73",Tier 2
Delhi,33.78,Bajaj,CT 100,"? 3,13,047.00",2020,629,Hybrid,95.8,Second,2024,Expired,Individual,"? 2,17,543.21",Tier 3
Gujarat,40.95,Yamaha,R15 V4,"? 1,81,405.00",2017,742,Electric,97.97,First,2017,Not Available,Individual,"? 1,31,136.51",Tier 3
Tamil Nadu,78.80,Kawasaki,Versys 650,"? 3,02,394.00",2019,166,Petrol,39.87,Third,2019,Active,Dealer,"? 2,21,912.02",Metro
Delhi,46.56,Bajaj,Dominar 400,"? 2,51,927.00",2023,430,Hybrid,60.03,Third,2024,Not Available,Dealer,"? 1,34,118.79",Tier 3
Punjab,57.52,Bajaj,Platina 110,"? 2,55,159.00",2018,802,Petrol,36.04,First,2018,Expired,Dealer,"? 1,17,521.00",Tier 1
West Bengal,25.16,Hero,Splendor Plus,"? 3,10,084.00",2017,388,Hybrid,92.14,Third,2017,Expired,Individual,"? 2,40,791.20",Tier 1
Tamil Nadu,5.91,Royal Enfield,Interceptor 650,"? 2,38,694.00",2016,539,Petrol,26.13,First,2016,Active,Individual,"? 1,08,378.52",Metro
Punjab,15.16,KTM,390 Adventure,"? 58,188.00",2021,160,Hybrid,73.33,Second,2022,Not Available,Individual,"? 41,718.62",Tier 3
Madhya Pradesh,77.88,Honda,Shine,"? 2,28,629.00",2018,393,Hybrid,78.39,First,2018,Active,Individual,"? 1,10,676.41",Metro
Karnataka,77.91,Royal Enfield,Hunter 350,"? 2,62,129.00",2024,131,Electric,98.17,First,2024,Expired,Individual,"? 1,48,294.07",Tier 1
Tamil Nadu,41.75,Royal Enfield,Hunter 350,"? 60,877.00",2020,731,Hybrid,69.25,Second,2023,Active,Dealer,"? 29,613.92",Tier 2
West Bengal,20.59,Hero,Splendor Plus,"? 2,85,236.00",2018,205,Hybrid,71.09,Second,2020,Active,Individual,"? 1,58,868.16",Tier 3
Punjab,61.98,Royal Enfield,Hunter 350,"? 1,23,059.00",2022,893,Petrol,59.34,Second,2022,Active,Individual,"? 89,215.57",Tier 1
Maharashtra,29.20,Royal Enfield,Interceptor 650,"? 3,89,817.00",2017,335,Petrol,25.15,Third,2018,Expired,Dealer,"? 2,68,203.53",Tier 2
Punjab,60.49,KTM,Duke 200,"? 2,09,541.00",2021,662,Petrol,27.99,Third,2023,Active,Dealer,"? 1,49,611.55",Metro
Delhi,45.44,Hero,HF Deluxe,"? 1,51,140.00",2015,749,Hybrid,73.98,Second,2016,Not Available,Individual,"? 94,777.59",Tier 2
Delhi,31.89,KTM,390 Adventure,"? 2,07,153.00",2016,917,Petrol,39.8,First,2016,Expired,Individual,"? 95,670.96",Metro
Madhya Pradesh,9.56,TVS,NTorq 125,"? 3,36,222.00",2023,380,Electric,84.39,First,2023,Not Available,Dealer,"? 2,59,957.92",Tier 2
Maharashtra,33.29,Kawasaki,Vulcan S,"? 2,30,924.00",2015,988,Hybrid,88.89,Third,2017,Active,Individual,"? 1,11,549.93",Metro
Punjab,50.55,Hero,HF Deluxe,"? 87,689.00",2021,955,Hybrid,77.52,First,2021,Expired,Dealer,"? 61,124.40",Tier 2
Punjab,62.72,KTM,125 Duke,"? 2,69,208.00",2021,525,Hybrid,74.98,First,2021,Not Available,Individual,"? 1,29,382.68",Tier 2
Maharashtra,63.19,Bajaj,Dominar 400,"? 1,35,887.00",2024,484,Petrol,33.03,First,2024,Active,Dealer,"? 71,159.16",Tier 3
Karnataka,74.20,KTM,125 Duke,"? 3,84,093.00",2020,216,Hybrid,81.81,First,2020,Expired,Dealer,"? 2,00,553.19",Tier 2
Punjab,37.41,KTM,390 Adventure,"? 1,11,237.00",2021,769,Hybrid,65.42,Second,2021,Not Available,Individual,"? 48,325.95",Tier 2
Madhya Pradesh,28.44,Honda,Unicorn,"? 1,53,689.00",2015,668,Electric,93.16,First,2015,Not Available,Dealer,"? 1,20,726.90",Metro
Rajasthan,22.68,Hero,Glamour,"? 2,89,379.00",2016,956,Electric,92.1,Third,2019,Active,Dealer,"? 1,26,282.38",Tier 1
Uttar Pradesh,9.25,KTM,125 Duke,"? 96,766.00",2023,912,Electric,88.69,Second,2024,Not Available,Dealer,"? 65,507.67",Tier 1
Maharashtra,58.65,Hero,Xtreme 160R,"? 2,02,727.00",2021,420,Petrol,33.77,Second,2021,Not Available,Dealer,"? 1,44,961.37",Tier 3
Rajasthan,48.47,KTM,250 Duke,"? 2,87,132.00",2019,561,Electric,63,First,2019,Active,Dealer,"? 1,83,885.36",Metro
Rajasthan,60.81,KTM,250 Duke,"? 2,52,904.00",2019,190,Electric,63.74,Second,2019,Active,Individual,"? 1,59,845.24",Tier 1
Tamil Nadu,27.55,Honda,Shine,"? 3,36,572.00",2017,785,Petrol,54.02,First,2017,Not Available,Individual,"? 2,01,345.67",Tier 2
Gujarat,10.41,Honda,Unicorn,"? 77,451.00",2024,757,Hybrid,95.04,Second,2024,Expired,Individual,"? 33,970.14",Tier 3
Madhya Pradesh,16.41,Royal Enfield,Himalayan,"? 53,331.00",2022,375,Petrol,54.22,First,2022,Expired,Individual,"? 28,029.26",Tier 2
Punjab,79.28,TVS,NTorq 125,"? 1,86,880.00",2017,662,Electric,92.26,First,2017,Not Available,Dealer,"? 1,24,824.85",Tier 2
Maharashtra,65.52,KTM,RC 390,"? 1,11,291.00",2018,975,Petrol,56.25,Third,2021,Active,Dealer,"? 53,292.19",Tier 2
Tamil Nadu,47.42,Kawasaki,Vulcan S,"? 95,313.00",2015,164,Hybrid,70.6,First,2015,Active,Individual,"? 66,300.29",Tier 1
Tamil Nadu,60.58,Yamaha,R15 V4,"? 3,34,267.00",2022,748,Hybrid,81.43,Third,2024,Active,Dealer,"? 1,39,613.05",Tier 3
Gujarat,46.71,Kawasaki,Z650,"? 3,69,213.00",2023,293,Hybrid,97.22,Second,2024,Not Available,Dealer,"? 2,35,922.19",Tier 2
Rajasthan,72.57,Royal Enfield,Himalayan,"? 68,340.00",2016,692,Hybrid,98.13,Second,2023,Active,Individual,"? 40,992.71",Tier 1
Punjab,9.01,Royal Enfield,Interceptor 650,"? 1,67,017.00",2024,687,Electric,67.33,Second,2024,Not Available,Individual,"? 1,09,895.57",Tier 3
Delhi,28.94,Bajaj,Pulsar 150,"? 2,27,491.00",2016,825,Electric,96.1,Third,2017,Active,Dealer,"? 1,26,232.53",Tier 1
Maharashtra,62.39,Hero,Glamour,"? 1,14,688.00",2021,528,Electric,87.97,First,2021,Active,Dealer,"? 72,426.47",Tier 1
Gujarat,32.42,Honda,Shine,"? 2,60,574.00",2019,709,Hybrid,94.25,Third,2024,Expired,Individual,"? 1,81,985.28",Tier 3
Delhi,16.56,KTM,RC 390,"? 1,74,060.00",2015,298,Hybrid,86.82,Third,2020,Not Available,Dealer,"? 1,05,000.12",Tier 3
Rajasthan,21.04,Hero,Glamour,"? 2,57,556.00",2015,912,Petrol,40.96,Third,2019,Expired,Dealer,"? 1,17,086.50",Metro
Delhi,29.17,TVS,Apache RTR 160,"? 62,340.00",2022,482,Electric,62.75,Third,2024,Not Available,Individual,"? 28,226.93",Tier 3
Rajasthan,19.60,KTM,Duke 200,"? 1,03,684.00",2024,1000,Hybrid,60.47,First,2024,Not Available,Dealer,"? 46,999.31",Metro
Rajasthan,44.12,Kawasaki,Ninja 300,"? 1,27,653.00",2019,990,Hybrid,84.13,Second,2019,Active,Individual,"? 76,772.75",Tier 3
Maharashtra,10.08,Bajaj,Avenger 220,"? 1,41,685.00",2018,201,Petrol,58.82,First,2018,Active,Dealer,"? 99,828.57",Tier 2
Uttar Pradesh,32.32,Yamaha,Fascino 125,"? 1,68,415.00",2019,592,Petrol,45.76,Second,2019,Expired,Individual,"? 89,330.39",Tier 1
Gujarat,64.06,Kawasaki,Ninja 300,"? 1,34,696.00",2020,713,Hybrid,71.05,Third,2023,Expired,Dealer,"? 76,309.45",Metro
Tamil Nadu,78.22,Hero,Glamour,"? 1,40,902.00",2023,378,Petrol,57.08,Second,2023,Not Available,Individual,"? 70,182.74",Metro
Tamil Nadu,13.54,KTM,Duke 200,"? 2,31,402.00",2016,522,Electric,91.57,Second,2019,Not Available,Dealer,"? 1,70,698.73",Tier 2
Gujarat,5.41,Honda,Unicorn,"? 1,13,301.00",2020,360,Hybrid,85.67,First,2020,Not Available,Individual,"? 50,834.02",Tier 3
Uttar Pradesh,20.01,Royal Enfield,Classic 350,"? 1,53,022.00",2019,381,Electric,81.96,Second,2023,Expired,Individual,"? 63,913.54",Tier 1
Rajasthan,25.87,TVS,Sport,"? 1,68,867.00",2020,445,Electric,98.28,Third,2024,Active,Individual,"? 1,31,290.90",Tier 1
Gujarat,37.90,Hero,Splendor Plus,"? 62,492.00",2016,113,Petrol,47.15,First,2016,Expired,Individual,"? 27,756.63",Tier 3
West Bengal,40.72,Bajaj,Platina 110,"? 3,47,867.00",2018,825,Hybrid,80.11,First,2018,Active,Individual,"? 1,68,461.67",Tier 1
Madhya Pradesh,46.36,Hero,HF Deluxe,"? 3,25,364.00",2017,292,Petrol,26.84,Second,2024,Not Available,Dealer,"? 2,01,831.44",Tier 2
Madhya Pradesh,74.16,TVS,Apache RTR 160,"? 1,44,394.00",2022,653,Electric,62.43,Third,2022,Expired,Dealer,"? 1,09,811.81",Tier 1
West Bengal,49.34,TVS,Apache RTR 160,"? 2,76,059.00",2024,541,Petrol,34.73,Second,2024,Active,Individual,"? 2,16,214.44",Tier 2
Delhi,62.02,TVS,Jupiter,"? 2,81,998.00",2017,964,Hybrid,66.59,Second,2020,Active,Dealer,"? 1,45,548.84",Tier 1
Delhi,7.50,Hero,Xtreme 160R,"? 1,23,059.00",2024,290,Petrol,45.94,Third,2024,Expired,Dealer,"? 60,172.22",Metro
Tamil Nadu,6.02,KTM,390 Adventure,"? 67,361.00",2017,333,Electric,69.83,First,2017,Active,Individual,"? 41,719.32",Tier 3
Delhi,8.95,Hero,HF Deluxe,"? 2,99,609.00",2019,430,Electric,95.96,Second,2022,Expired,Individual,"? 2,18,088.19",Tier 3
Gujarat,54.25,Bajaj,CT 100,"? 3,88,625.00",2015,404,Petrol,35.51,First,2015,Expired,Individual,"? 2,20,065.87",Tier 3
Gujarat,71.48,Hero,Xtreme 160R,"? 3,82,394.00",2016,786,Electric,84.46,First,2016,Expired,Dealer,"? 1,95,354.16",Metro
Punjab,12.21,Royal Enfield,Himalayan,"? 2,55,715.00",2015,598,Hybrid,61.69,Second,2016,Active,Individual,"? 1,88,674.69",Metro
Madhya Pradesh,47.19,KTM,RC 390,"? 3,23,481.00",2024,933,Petrol,36.27,Third,2024,Not Available,Dealer,"? 1,96,176.15",Metro
Maharashtra,31.38,TVS,Ronin,"? 77,229.00",2015,972,Hybrid,95.62,First,2015,Expired,Individual,"? 59,530.58",Metro
Gujarat,27.52,Bajaj,CT 100,"? 1,95,891.00",2015,659,Electric,70.94,Third,2016,Not Available,Dealer,"? 1,30,055.73",Tier 1
Madhya Pradesh,71.28,Hero,HF Deluxe,"? 1,06,823.00",2023,848,Electric,79.17,Third,2023,Not Available,Dealer,"? 78,657.28",Tier 1
Punjab,45.53,Yamaha,Ray ZR,"? 2,57,212.00",2023,310,Electric,89.77,First,2023,Not Available,Dealer,"? 2,03,987.17",Tier 2
Delhi,48.64,Yamaha,MT-15,"? 2,87,235.00",2024,533,Hybrid,73.54,Third,2024,Expired,Individual,"? 2,06,120.62",Tier 1
Uttar Pradesh,14.45,Kawasaki,Ninja 400,"? 2,98,415.00",2019,160,Petrol,58.03,Third,2022,Not Available,Dealer,"? 2,20,463.11",Tier 2
Karnataka,60.40,Bajaj,Platina 110,"? 2,32,362.00",2022,242,Hybrid,72.4,First,2022,Not Available,Dealer,"? 1,25,186.77",Metro
Punjab,77.08,Yamaha,FZ V3,"? 1,88,831.00",2020,977,Petrol,40,Third,2023,Active,Individual,"? 87,265.88",Metro
Madhya Pradesh,63.58,Honda,CBR 650R,"? 2,10,878.00",2016,204,Petrol,50.88,Third,2018,Expired,Dealer,"? 1,37,929.95",Tier 1
Rajasthan,46.40,KTM,RC 390,"? 2,74,938.00",2019,110,Hybrid,93.32,Second,2020,Not Available,Dealer,"? 2,02,940.26",Tier 3
West Bengal,68.58,Kawasaki,Z650,"? 2,36,129.00",2017,558,Hybrid,93.62,Second,2019,Not Available,Dealer,"? 1,33,150.06",Metro
Maharashtra,21.41,Honda,Activa,"? 2,08,936.00",2015,400,Hybrid,82.26,First,2015,Expired,Dealer,"? 1,35,620.38",Tier 2
Madhya Pradesh,7.21,Bajaj,CT 100,"? 3,90,032.00",2015,521,Electric,70.91,Second,2022,Not Available,Dealer,"? 1,56,689.11",Tier 2
Uttar Pradesh,9.99,Hero,HF Deluxe,"? 2,19,013.00",2019,687,Hybrid,70.34,Second,2021,Expired,Dealer,"? 1,66,800.02",Metro
Tamil Nadu,12.94,Honda,Activa,"? 2,97,464.00",2024,210,Hybrid,64.35,First,2024,Active,Dealer,"? 2,06,877.58",Tier 3
Maharashtra,44.19,Kawasaki,Versys 650,"? 58,061.00",2017,487,Electric,67.2,Third,2023,Expired,Individual,"? 24,640.71",Tier 2
Punjab,16.39,Honda,Activa,"? 1,97,180.00",2020,303,Electric,79.21,Second,2024,Expired,Individual,"? 1,05,423.99",Tier 1
Gujarat,10.19,KTM,250 Duke,"? 74,472.00",2018,657,Hybrid,85.93,First,2018,Expired,Individual,"? 32,384.54",Metro
Rajasthan,14.05,Bajaj,Dominar 400,"? 85,446.00",2020,511,Hybrid,81.59,First,2020,Not Available,Dealer,"? 58,809.91",Metro
Uttar Pradesh,43.35,Royal Enfield,Hunter 350,"? 2,18,074.00",2015,329,Petrol,37.65,First,2015,Active,Dealer,"? 1,16,067.77",Tier 2
Rajasthan,74.81,Kawasaki,Versys 650,"? 2,80,526.00",2018,552,Electric,66.59,Third,2022,Active,Individual,"? 1,37,007.26",Metro
Punjab,34.14,Yamaha,MT-15,"? 2,72,095.00",2018,560,Petrol,48,First,2018,Expired,Dealer,"? 1,44,567.10",Metro
Gujarat,39.20,Yamaha,MT-15,"? 3,13,862.00",2021,331,Petrol,56.5,Third,2021,Expired,Individual,"? 1,27,217.74",Tier 2
Rajasthan,49.12,Hero,Passion Pro,"? 3,18,959.00",2023,195,Hybrid,65.02,Second,2023,Not Available,Individual,"? 1,81,718.63",Tier 3
Delhi,11.33,Royal Enfield,Interceptor 650,"? 3,33,716.00",2024,735,Petrol,39.55,Second,2024,Not Available,Dealer,"? 2,00,171.08",Metro
Rajasthan,28.84,Kawasaki,Ninja 400,"? 63,026.00",2022,590,Petrol,57.14,First,2022,Not Available,Dealer,"? 44,757.45",Tier 1
Uttar Pradesh,50.42,Kawasaki,Versys 650,"? 59,513.00",2021,898,Electric,65.35,Third,2024,Active,Dealer,"? 25,950.32",Tier 1
Maharashtra,21.19,Bajaj,Avenger 220,"? 2,36,963.00",2016,829,Electric,91.98,Second,2024,Expired,Individual,"? 1,40,141.04",Tier 3
Maharashtra,65.58,Honda,Dio,"? 3,81,163.00",2021,499,Hybrid,74.47,Second,2022,Not Available,Individual,"? 2,48,398.63",Tier 1
Maharashtra,78.47,TVS,Jupiter,"? 3,22,415.00",2016,168,Hybrid,77.56,First,2016,Active,Individual,"? 1,50,806.20",Metro
Madhya Pradesh,79.40,Kawasaki,Ninja 300,"? 3,71,483.00",2018,473,Petrol,32.37,Second,2019,Active,Dealer,"? 2,89,388.17",Tier 1
Rajasthan,15.23,Kawasaki,Z650,"? 96,103.00",2022,993,Electric,64.01,Second,2023,Expired,Individual,"? 53,180.46",Tier 2
Delhi,30.35,Hero,Glamour,"? 2,10,507.00",2018,265,Electric,73.16,Second,2018,Not Available,Individual,"? 99,097.44",Tier 2
Delhi,62.09,Bajaj,Pulsar 150,"? 1,89,810.00",2016,784,Electric,96.76,First,2016,Active,Individual,"? 1,48,579.85",Metro
Tamil Nadu,5.19,Bajaj,Avenger 220,"? 1,69,790.00",2015,600,Petrol,49.92,First,2015,Not Available,Dealer,"? 81,338.04",Tier 1
Punjab,61.87,Royal Enfield,Meteor 350,"? 1,30,743.00",2015,397,Petrol,44.92,Third,2016,Expired,Dealer,"? 56,802.63",Tier 3
Uttar Pradesh,79.94,Royal Enfield,Himalayan,"? 2,55,745.00",2015,486,Hybrid,78.96,Third,2020,Expired,Dealer,"? 1,59,067.83",Tier 1
Karnataka,41.43,KTM,390 Adventure,"? 1,71,630.00",2020,431,Petrol,44.27,Second,2024,Expired,Dealer,"? 1,26,039.33",Tier 1
Karnataka,69.16,Honda,Unicorn,"? 1,06,836.00",2018,971,Electric,94.06,Third,2020,Not Available,Dealer,"? 48,599.87",Tier 2
Delhi,25.81,Kawasaki,Vulcan S,"? 82,449.00",2021,999,Petrol,27.09,Third,2024,Expired,Individual,"? 55,828.35",Tier 3
Uttar Pradesh,34.58,Kawasaki,Z650,"? 2,55,769.00",2017,990,Electric,95.61,Third,2021,Active,Individual,"? 1,43,655.89",Tier 1
Rajasthan,55.95,Hero,Glamour,"? 2,83,824.00",2020,993,Electric,65.77,Second,2024,Expired,Individual,"? 1,23,000.79",Tier 2
West Bengal,18.43,KTM,390 Adventure,"? 3,34,901.00",2017,608,Hybrid,84.34,Third,2023,Expired,Individual,"? 1,49,306.64",Tier 3
Delhi,23.06,KTM,Duke 200,"? 1,99,160.00",2015,637,Hybrid,92.85,First,2015,Active,Individual,"? 1,08,270.31",Tier 3
Uttar Pradesh,52.03,Royal Enfield,Interceptor 650,"? 69,678.00",2018,913,Hybrid,95.6,Second,2023,Expired,Dealer,"? 42,500.54",Metro
Punjab,59.43,Kawasaki,Ninja 400,"? 2,27,119.00",2020,314,Electric,64.58,Third,2024,Active,Individual,"? 1,27,194.91",Metro
Rajasthan,30.39,TVS,NTorq 125,"? 1,63,605.00",2024,663,Petrol,33.54,First,2024,Active,Individual,"? 1,26,956.22",Tier 3
